cas_number,name_ja,name_en,regulation_type,regulation_class,regulation_label,special_management,special_organic,carcinogen,health_check_required,health_check_type,health_check_interval,health_check_ref,control_concentration,control_concentration_unit,threshold_pct,record_retention_years,work_env_measurement_required
115-95-7,酢酸リナリル,Linalyl acetate,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
106-24-1,ゲラニオール,Geraniol,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
7726-95-6,臭素,Bromine,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
41198-08-7,チオりん酸O-4-ブロモ-2-クロロフェニル-O-エチル-S-プロピル,O-4-Bromo-2-chlorophenyl O-ethyl S-propyl phosphorothioate,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
91-17-8,デカヒドロナフタレン,Decahydronaphthalene,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
112-57-2,テトラエチレンペンタミン,"3,6,9-triazaundecamethylenediamine; tetraethylenepentamine",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
112-24-3,トリエチレンテトラミン,"3,6-diazaoctanethylenediamin; triethylenetetramine",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
25376-45-8,トルイレンジアミン,Tolylenediamine,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
13048-33-4,二アクリル酸ヘキサメチレン,"Hexane-1,6-diyl diacrylate",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
79-24-3,ニトロエタン,Nitroethane,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
111-84-2,n-ノナン,n-Nonane,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
3296-90-0,"2,2‐ビス（ブロモメチル）プロパン‐1,3‐ジオール（別名ジブロモネオペンチルグリコール）","2,2-Bis(bromomethyl)propane-1,3-diol; Dibromoneopentylglycol",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
80-43-3,ビス（1-メチル-1-フェニルエチル）=ペルオキシド,2-Phenyl-2-[(2-phenylpropan-2-yl)peroxy]propane,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
92-84-2,フェノチアジン,Phenothiazine,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
131-17-9,フタル酸ジアリル　（別名：ジアリルフタラート）,Diallyl phthalate,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
84-69-5,フタル酸ジイソブチル,Diisobutyl phthalate,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
84-66-2,フタル酸ジエチル,Diethyl phthalate,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
1861-40-1,Ｎ－ブチル－Ｎ－エチル－アルファ，アルファ，アルファ－トリフルオロ－２，６－ジニトロ－パラ－トルイジン（別名：ベスロジン又はベンフルラリン）,"N-Butyl-2,6-dinitro-N-ethyl-4-trifluoromethylaniline; Benfluralin",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
134098-61-6,"tert-ブチル=4-（{[（1,3-ジメチル-5-フェノキシ-4-ピラゾリル）メチリデン]アミノオキシ}メチル）ベンゾアート","tert-Butyl 4-({[(1,3-dimethyl-5-phenoxy-4-pyrazolyl)methylidene]aminooxy}methyl)benzoate; Fenpyroximate",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
75-91-2,tert-ブチル=ヒドロペルオキシド,tert-Butyl hydroperoxide,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
96489-71-3,２－ｔｅｒｔ－ブチル－５－（４－ｔｅｒｔ－ブチルベンジルチオ）－４－クロロ－３（２Ｈ）－ピリダジノン（別名：ピリダベン）,2-tert-Butyl-5-(4-tert-butylbenzylthio)-4-chloro-3(2H)-pyridazinone; Pyridaben,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
119168-77-3,N-（4-tert-ブチルベンジル）-4-クロロ-3-エチル-1-メチルピラゾール-5-カルボキサミド（別名：テブフェンピラド）,N-(4-tert-Butylbenzyl)-4-chloro-3-ethyl-1-methylpyrazole-5-carboxamide; Tebufenpyrad,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
110-00-9,フラン,Furan,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
116-15-4,ヘキサフルオロプロペン【ヘキサフルオロプロピレン】,Hexafluoropropene [hexafluoropropylene],prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
123-66-0,カプロン酸エチル,Ethyl caproate,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
75-12-7,ホルムアミド,Formamide,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
108-31-6,無水マレイン酸,Maleic anhydride,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
97-88-1,メタクリル酸ノルマル－ブチル,n-Butyl methacrylate,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
100784-20-1,メチル＝３－クロロ－５－（４，６－ジメトキシ－２－ピリミジニルカルバモイルスルファモイル）－１－メチルピラゾール－４－カルボキシラート（別名：ハロスルフロンメチル）,"Methyl 3-chloro-5-(4,6-dimethoxy-2-pyrimidinylcarbamoylsulfamoyl)-1-methylpyrazole-4-carboxylate; Halosulfuron-methyl",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
33089-61-1,３－メチル－１，５－ジ（２，４－キシリル）－１，３，５－トリアザペンタ－１，４－ジエン (別名：アミトラズ),"3-methyl-1,5-di(2,4-xylyl)-1,3,5-triazapenta-1,4-diene; Amitraz",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
23135-22-0,メチル－Ｎ’，Ｎ’－ジメチル－Ｎ－［（メチルカルバモイル）オキシ］－１－チオオキサムイミダート (別名：オキサミル),"N',N'-dimethylcarbamoyl(methylthio)methylenamine N-methylcarbamate; Oxamyl",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
13311-84-7,2-メチル-4'-ニトロ-3'-(トリフルオロメチル)プロパンアニリド (別名：フルタミド),2-Methyl-4'-nitro-3'-(trifluoromethyl)propananilide [Flutamide],prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
78-97-7,ラクトニトリル（別名：アセトアルデヒドシアンヒドリン）,Lactonitrile; Acetardehyde cyanhydrin,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
64-67-5,硫酸ジエチル,Diethyl sulfate,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
